chr	TSS	Strand	Gene_symbol
chr7	36639726	-	AOAH-IT1
chr7	150549564	+	AOC1
chr17	40996608	+	AOC2
chr17	41003200	+	AOC3
chr17	41019161	+	AOC4P
chr2	201450730	+	AOX1
chr2	201560445	+	AOX2P
chr4	113152894	+	AP1AR
chr22	29784572	-	AP1B1
chr22	32517963	+	AP1B1P1
chr16	71842976	-	AP1G1
chr14	24037045	-	AP1G2
chr19	16308664	+	AP1M1
chr19	10697991	-	AP1M2
chr7	100797685	+	AP1S1
chrX	15873137	-	AP1S2
chr2	224702319	-	AP1S3
chr19	50270179	+	AP2A1
chr11	925808	+	AP2A2
chr17	33914281	+	AP2B1
chr3	183892633	+	AP2M1
chr19	47354252	-	AP2S1
chr5	77590579	-	AP3B1
chr15	83378660	-	AP3B2
chr19	2151556	-	AP3D1
chr10	75910826	-	AP3M1
chr8	42010463	+	AP3M2
chr5	115177618	+	AP3S1
chr15	90437617	-	AP3S2
chr1	114447741	-	AP4B1
chr1	114355233	+	AP4B1-AS1
chr15	51200868	+	AP4E1
chr7	99699129	+	AP4M1
chr14	31494311	+	AP4S1
chr11	65548062	-	AP5B1
chr14	57735605	+	AP5M1
chr20	3801170	+	AP5S1
chr7	4815261	+	AP5Z1
chr12	99039077	+	APAF1
chr9	72287275	-	APBA1
chr15	29213839	+	APBA2
chr19	3761673	-	APBA3
chr11	6440702	-	APBB1
chr10	26727265	+	APBB1IP
chr4	41216635	-	APBB2
chr5	139944189	-	APBB3
chr5	112043201	+	APC
chr19	1450147	+	APC2
chr18	10454624	+	APCDD1
chr20	57089949	-	APCDD1L
chr20	57090434	+	APCDD1L-AS1
chr1	159557615	+	APCS
chr3	49711434	+	APEH
chr4	165798139	+	APELA
chr14	20923289	+	APEX1
chrX	55026755	+	APEX2
chr1	150241609	-	APH1A
chr15	63569748	+	APH1B
chr11	43333504	+	API5
chr11	34937958	-	APIP
chr1	10490158	+	APITD1
chr1	10490158	+	APITD1-CORT
chr2	68694690	+	APLF
chrX	128788933	-	APLN
chr11	57004927	-	APLNR
chr19	36359400	+	APLP1
chr11	129939715	+	APLP2
chr20	24973425	-	APMAP
chr11	116708338	-	APOA1
chr1	156561557	+	APOA1BP
chr1	161193418	-	APOA2
chr11	116694011	-	APOA4
chr11	116663136	-	APOA5
chr2	21266945	-	APOB
chr12	7818502	-	APOBEC1
chr6	41020939	+	APOBEC2
chr22	39353526	+	APOBEC3A
chr22	39353526	+	APOBEC3A_B
chr22	39378403	+	APOBEC3B
chr22	39394225	-	APOBEC3B-AS1
chr22	39410264	+	APOBEC3C
chr22	39417117	+	APOBEC3D
chr22	39436672	+	APOBEC3F
chr22	39473009	+	APOBEC3G
chr22	39493228	+	APOBEC3H
chr1	183622448	-	APOBEC4
chr16	28505969	+	APOBR
chr19	45417920	+	APOC1
chr19	45430059	+	APOC1P1
chr19	45449238	+	APOC2
chr11	116700623	+	APOC3
chr19	45445494	+	APOC4
chr19	45445494	+	APOC4-APOC2
chr3	195311076	-	APOD
chr19	45409038	+	APOE
chr12	56756583	-	APOF
chr17	64225556	-	APOH
chr22	36649116	+	APOL1
chr22	36636000	-	APOL2
chr22	36562225	-	APOL3
chr22	36600879	-	APOL4
chr22	36113918	+	APOL5
chr22	36044423	+	APOL6
chr12	12878850	+	APOLD1
chr6	31620186	+	APOM
chrX	23926057	-	APOO
chrX	84258897	+	APOOL
chr16	59789095	-	APOOP5
chr14	104029298	+	APOPT1
chr21	27543446	-	APP
chr17	58603601	-	APPBP2
chr3	57261764	+	APPL1
chr12	105630008	-	APPL2
chr16	88878342	-	APRT
chr7	77326662	-	APTR
chr9	33001639	-	APTX
chr7	30951414	+	AQP1
chr1	154293591	+	AQP10
chr11	77300679	+	AQP11
chr2	241631261	+	AQP12A
chr2	241622317	-	AQP12B
chr12	50344523	+	AQP2
chr9	33447631	-	AQP3
chr18	24445716	-	AQP4
chr18	24445271	+	AQP4-AS1
chr12	50355278	+	AQP5
chr12	50366619	+	AQP6
chr9	33402517	-	AQP7
chr9	67289492	-	AQP7P1
chr9	42858151	+	AQP7P3
chr16	25228284	+	AQP8
chr15	58430407	+	AQP9
chr5	115298150	+	AQPEP
chr15	35261995	-	AQR
chrX	66763873	+	AR
chrX	47420498	+	ARAF
chr11	72463434	-	ARAP1
chr4	36245979	-	ARAP2
chr5	141061800	-	ARAP3
chr8	143695833	-	ARC
chr11	118443101	+	ARCN1
chr4	75310814	+	AREG
chr14	75179807	-	AREL1
chr1	228270360	+	ARF1
chr12	49351252	-	ARF3
chr3	57583215	-	ARF4
chr7	127228405	+	ARF5
chr14	50359735	+	ARF6
chr20	61904136	+	ARFGAP1
chr11	47198676	-	ARFGAP2
chr22	43253408	-	ARFGAP3
chr8	68255912	-	ARFGEF1
chr20	47538274	+	ARFGEF2
chr4	153701088	+	ARFIP1
chr11	6502709	-	ARFIP2
chr20	62339365	-	ARFRP1
chr6	131894343	+	ARG1
chr14	68086578	+	ARG2
chr3	121286777	+	ARGFX
chr17	30478590	-	ARGFXP2
chr13	107220514	-	ARGLU1
chr11	46722215	-	ARHGAP1
chr4	148653452	+	ARHGAP10
chr15	32907344	+	ARHGAP11A
chr15	30918878	+	ARHGAP11B
chr10	32217804	-	ARHGAP12
chr2	143886898	+	ARHGAP15
chr16	25026699	-	ARHGAP17
chr6	130031370	-	ARHGAP18
chr10	99052430	-	ARHGAP19
chr10	99052430	-	ARHGAP19-SLIT1
chr11	110583912	-	ARHGAP20
chr10	25012597	-	ARHGAP21
chr10	49864310	-	ARHGAP22
chr17	36584719	+	ARHGAP23
chr4	86396283	+	ARHGAP24
chr2	68961912	+	ARHGAP25
chr5	142150291	+	ARHGAP26
chr5	142248475	-	ARHGAP26-AS1
chr17	43510282	-	ARHGAP27
chr18	6834431	+	ARHGAP28
chr1	94703307	-	ARHGAP29
chr1	161039760	-	ARHGAP30
chr3	119013219	+	ARHGAP31
chr3	119041607	-	ARHGAP31-AS1
chr11	129062093	-	ARHGAP32
chr19	36266416	+	ARHGAP33
chr19	47421932	+	ARHGAP35
chrX	130192215	+	ARHGAP36
chr8	145838888	-	ARHGAP39
chrX	153191714	-	ARHGAP4
chr20	37230576	+	ARHGAP40
chr11	100558406	+	ARHGAP42
chr17	12692828	+	ARHGAP44
chr14	32546494	+	ARHGAP5
chr14	32545905	-	ARHGAP5-AS1
chrX	11683821	-	ARHGAP6
chr22	45148437	+	ARHGAP8
chr12	57873633	-	ARHGAP9
chr17	79829282	-	ARHGDIA
chr12	15114562	-	ARHGDIB
chr16	330605	+	ARHGDIG
chr19	42387266	+	ARHGEF1
chr8	1772148	+	ARHGEF10
chr1	17866329	+	ARHGEF10L
chr1	157015162	-	ARHGEF11
chr11	120207617	+	ARHGEF12
chr17	8213555	+	ARHGEF15
chr1	3371146	+	ARHGEF16
chr11	73019662	+	ARHGEF17
chr19	7459998	+	ARHGEF18
chr1	16539104	-	ARHGEF19
chr1	155948336	-	ARHGEF2
chr12	58003962	+	ARHGEF25
chr3	153838791	+	ARHGEF26
chr3	153838999	-	ARHGEF26-AS1
chr5	72921982	+	ARHGEF28
chr3	57113336	-	ARHGEF3
chr3	56974067	+	ARHGEF3-AS1
chr2	39146503	+	ARHGEF33
chr7	143983096	-	ARHGEF34P
chr7	143892791	-	ARHGEF35
chr5	148961134	+	ARHGEF37
chr4	106473776	+	ARHGEF38
chr4	106482747	+	ARHGEF38-IT1
chr9	35665278	-	ARHGEF39
chr2	131674223	+	ARHGEF4
chr14	21538418	+	ARHGEF40
chr7	144052488	+	ARHGEF5
chrX	135863503	-	ARHGEF6
chr13	111767623	+	ARHGEF7
chr13	111800912	-	ARHGEF7-AS1
chrX	63005426	-	ARHGEF9
chrX	62891382	-	ARHGEF9-IT1
chr1	27022521	+	ARID1A
chr6	157099063	+	ARID1B
chr12	46123619	+	ARID2
chr19	926036	+	ARID3A
chr15	74833547	+	ARID3B
chr9	34628011	-	ARID3C
chr14	58765221	+	ARID4A
chr1	235491532	-	ARID4B
chr2	97202463	+	ARID5A
chr10	63661012	+	ARID5B
chr15	72766666	+	ARIH1
chr3	48956280	+	ARIH2
chr3	48956818	-	ARIH2OS
chr12	101801598	-	ARL1
chr5	175792501	+	ARL10
chr13	50202434	+	ARL11
chrX	100224696	+	ARL13A
chr3	93698982	+	ARL13B
chr3	160394947	+	ARL14
chr11	30344645	+	ARL14EP
chr5	115387162	+	ARL14EPL
chr5	53606403	-	ARL15
chr17	79650954	-	ARL16
chr17	45120079	-	ARL17A
chr17	44439134	-	ARL17B
chr11	64781584	+	ARL2
chr11	64781584	+	ARL2-SNX15
chr16	57279037	+	ARL2BP
chr10	104474190	-	ARL3
chr7	12726451	+	ARL4A
chr2	235405697	-	ARL4C
chr17	41476352	+	ARL4D
chr2	152685009	-	ARL5A
chr10	18948312	+	ARL5B
chr17	37322414	-	ARL5C
chr3	97483364	+	ARL6
chr16	18812857	-	ARL6IP1
chr12	123464606	+	ARL6IP4
chr3	69134089	+	ARL6IP5
chr2	153574406	+	ARL6IP6
chr1	202113871	-	ARL8A
chr3	5163929	+	ARL8B
chr4	57371374	+	ARL9
chr8	66546452	-	ARMC1
chr7	102715327	+	ARMC10
chr6	35704808	+	ARMC12
chr6	109169618	+	ARMC2
chr6	109245306	-	ARMC2-AS1
chr10	23216952	+	ARMC3
chr10	28287984	-	ARMC4
chr16	31469593	+	ARMC5
chr19	19144386	+	ARMC6
chr17	73106081	+	ARMC7
chr3	137906089	+	ARMC8
chr2	232063259	+	ARMC9
chrX	100805513	+	ARMCX1
chrX	100914876	-	ARMCX2
chrX	100878119	+	ARMCX3
chrX	100673250	+	ARMCX4
chrX	101854095	+	ARMCX5
chrX	101854275	+	ARMCX5-GPRASP2
chrX	100872991	-	ARMCX6
chr10	124214178	+	ARMS2
chr1	150849244	-	ARNT
chr15	80696691	+	ARNT2
chr11	13299273	+	ARNTL
chr12	27485786	+	ARNTL2
chr12	27599567	-	ARNTL2-AS1
chr7	98923495	+	ARPC1A
chr7	98972297	+	ARPC1B
chr2	219081816	+	ARPC2
chr12	110888216	-	ARPC3
chr3	9834178	+	ARPC4
chr3	9834231	+	ARPC4-TTLL3
chr1	183605076	-	ARPC5
chr9	127631483	+	ARPC5L
chr15	90456222	-	ARPIN
chr15	52861213	-	ARPP19
chr3	35680665	+	ARPP21
chrX	69488184	+	ARR3
chr11	75062875	-	ARRB1
chr17	4613788	+	ARRB2
chr9	140500095	+	ARRDC1
chr9	140513347	-	ARRDC1-AS1
chr19	18111940	+	ARRDC2
chr5	90679149	-	ARRDC3
chr5	90676163	+	ARRDC3-AS1
chr15	98503932	+	ARRDC4
chr19	4902879	-	ARRDC5
chr22	51066601	-	ARSA
chr5	78282357	-	ARSB
chrX	2847416	-	ARSD
chrX	2886351	-	ARSE
chrX	2958274	+	ARSF
chr17	66255322	+	ARSG
chrX	2924653	+	ARSH
chr5	149682525	-	ARSI
chr4	114900878	-	ARSJ
chr5	94890824	+	ARSK
chr11	3666360	+	ART1
chr4	76932332	+	ART3
chr12	14996413	-	ART4
chr11	3663546	-	ART5
chr1	44398991	+	ARTN
chr1	231114822	+	ARV1
chr22	20004309	-	ARVCF
chrX	25034065	-	ARX
chr10	104629209	+	AS3MT
chr8	17942507	-	ASAH1
chr10	52008370	-	ASAH2
chr10	52499687	+	ASAH2B
chr8	131455906	-	ASAP1
chr8	131308779	-	ASAP1-IT1
chr8	131097014	-	ASAP1-IT2
chr2	9346893	+	ASAP2
chr1	23810750	-	ASAP3
chr2	239335625	+	ASB1
chr7	150884919	-	ASB10
chrX	15333746	-	ASB11
chrX	63450511	-	ASB12
chr10	5708558	-	ASB13
chr3	57326710	-	ASB14
chr7	123241920	+	ASB15
chr17	42248073	+	ASB16
chr17	42264085	-	ASB16-AS1
chr1	76398116	-	ASB17
chr2	237172988	-	ASB18
chr14	94443076	-	ASB2
chr2	54014146	-	ASB3
chr7	95115212	+	ASB4
chr4	177190373	-	ASB5
chr9	132404448	-	ASB6
chr15	101142754	+	ASB7
chr12	48551377	-	ASB8
chrX	15288589	-	ASB9
chr15	93338713	+	ASB9P1
chr10	73976892	-	ASCC1
chr22	30234293	-	ASCC2
chr6	101329248	-	ASCC3
chr12	103351451	+	ASCL1
chr11	2292182	-	ASCL2
chr11	8964580	-	ASCL3
chr12	108168161	+	ASCL4
chr1	201084500	-	ASCL5
chr6	119215240	+	ASF1A
chr19	14247440	-	ASF1B
chr17	7082883	-	ASGR1
chr17	7018130	-	ASGR2
chr1	155532324	-	ASH1L
chr1	155531771	+	ASH1L-AS1
chr8	37963010	+	ASH2L
chr12	50451419	+	ASIC1
chr17	32483825	-	ASIC2
chr7	150745378	+	ASIC3
chr2	220378891	+	ASIC4
chr4	156787425	-	ASIC5
chr20	32848170	+	ASIP
chr7	65540775	+	ASL
chrX	1664347	+	ASMT
chrX	1572655	-	ASMTL
chrX	1469423	+	ASMTL-AS1
chr19	12848305	+	ASNA1
chr7	97501854	-	ASNS
chr2	190526124	+	ASNSD1
chr17	3377403	+	ASPA
chr19	51017947	-	ASPDH
chr14	104552022	+	ASPG
chr8	62627199	-	ASPH
chr16	29912146	+	ASPHD1
chr22	26825279	+	ASPHD2
chr1	197115824	-	ASPM
chr9	95244844	-	ASPN
chr2	70189397	-	ASPRV1
chr17	79935425	+	ASPSCR1
chr11	62104773	+	ASRGL1
chr9	133320093	+	ASS1
chr3	130745698	-	ASTE1
chr2	96804175	-	ASTL
chr1	177134040	-	ASTN1
chr9	120177317	-	ASTN2
chr9	119266561	+	ASTN2-AS1
chr12	27091254	-	ASUN
chr20	30946146	+	ASXL1
chr2	26101312	-	ASXL2
chr18	31158540	+	ASXL3
chr7	117067577	-	ASZ1
chr10	89577917	-	ATAD1
chr8	124408705	-	ATAD2
chr2	24149984	-	ATAD2B
chr1	1447522	+	ATAD3A
chr1	1407163	+	ATAD3B
chr1	1385068	+	ATAD3C
chr17	29159022	+	ATAD5
chr6	30594612	+	ATAT1
chr19	3880617	+	ATCAY
chr10	123688316	-	ATE1
chr10	123687826	+	ATE1-AS1
chr12	51157788	+	ATF1
chr2	176032934	-	ATF2
chr1	212738675	+	ATF3
chr22	39916563	+	ATF4
chr19	50431958	+	ATF5
chr1	161736033	+	ATF6
chr6	32096017	-	ATF6B
chr12	54020199	-	ATF7
chr12	14518565	+	ATF7IP
chr16	10479911	+	ATF7IP2
chr5	81267843	+	ATG10
chr12	52463757	+	ATG101
chr5	115177548	-	ATG12
chr11	46638825	+	ATG13
chr14	55878576	-	ATG14
chr2	234160216	+	ATG16L1
chr11	72525450	+	ATG16L2
chr11	64684722	-	ATG2A
chr14	96829678	-	ATG2B
chr3	112280810	-	ATG3
chrX	107334898	+	ATG4A
chr2	242577026	+	ATG4B
chr1	63249776	+	ATG4C
chr19	10654569	+	ATG4D
chr6	106773695	-	ATG5
chr3	11314009	+	ATG7
chr2	220094410	-	ATG9A
chr7	150721586	-	ATG9B
chr11	289137	+	ATHL1
chr2	216176678	+	ATIC
chr14	50999799	+	ATL1
chr2	38604432	-	ATL2
chr11	63439446	-	ATL3
chr11	108093558	+	ATM
chr16	81069457	+	ATMIN
chr12	7033625	+	ATN1
chr4	94750077	+	ATOH1
chr10	69991870	-	ATOH7
chr2	85980908	+	ATOH8
chr5	151138210	-	ATOX1
chr15	26108349	-	ATP10A
chr5	160279219	-	ATP10B
chr4	47487409	+	ATP10D
chr13	113344642	+	ATP11A
chr13	113409045	-	ATP11A-AS1
chr13	113301357	+	ATP11AUN
chr3	182511290	+	ATP11B
chrX	138914447	-	ATP11C
chr13	25254548	+	ATP12A
chr19	19774503	-	ATP13A1
chr1	17338467	-	ATP13A2
chr3	194188968	-	ATP13A3
chr3	193272696	-	ATP13A4
chr3	193271001	+	ATP13A4-AS1
chr3	193096514	-	ATP13A5
chr3	193025032	+	ATP13A5-AS1
chr1	116915794	+	ATP1A1
chr1	116961244	-	ATP1A1-AS1
chr1	160085519	+	ATP1A2
chr19	42498428	-	ATP1A3
chr1	160121351	+	ATP1A4
chr1	169075946	+	ATP1B1
chr17	7554253	+	ATP1B2
chr3	141595469	+	ATP1B3
chrX	119495939	+	ATP1B4
chr16	28889808	+	ATP2A1
chr12	110719031	+	ATP2A2
chr17	3867758	-	ATP2A3
chr12	90049844	-	ATP2B1
chr3	10547268	-	ATP2B2
chr3	10668492	-	ATP2B2-IT2
chrX	152801579	+	ATP2B3
chr1	203595914	+	ATP2B4
chr3	130569368	+	ATP2C1
chr16	84402128	+	ATP2C2
chr19	36054560	-	ATP4A
chr13	114312513	-	ATP4B
chr18	43684199	-	ATP5A1
chr12	57039852	-	ATP5B
chr10	7830092	+	ATP5C1
chr19	1241748	+	ATP5D
chr20	57607422	-	ATP5E
chr13	28519342	+	ATP5EP2
chr1	111991742	+	ATP5F1
chr17	46970147	+	ATP5G1
chr12	54070512	-	ATP5G2
chr2	176046490	-	ATP5G3
chr17	73043074	-	ATP5H
chr4	668127	-	ATP5I
chr21	27107965	-	ATP5J
chr7	99063824	-	ATP5J2
chr7	99063824	-	ATP5J2-PTCD1
chr11	118272103	+	ATP5L
chr22	43036607	-	ATP5L2
chr21	35288158	-	ATP5O
chr14	50779046	+	ATP5S
chr19	41945843	-	ATP5SL
chrX	153656977	+	ATP6AP1
chr5	81575280	+	ATP6AP1L
chrX	40440215	+	ATP6AP2
chr17	40610861	+	ATP6V0A1
chr12	124196864	+	ATP6V0A2
chr7	138482941	-	ATP6V0A4
chr1	44440319	+	ATP6V0B
chr16	2563726	+	ATP6V0C
chr6	42695313	+	ATP6V0CP3
chr16	67515089	-	ATP6V0D1
chr8	87111138	+	ATP6V0D2
chr5	172410762	+	ATP6V0E1
chr7	149570056	+	ATP6V0E2
chr7	149570951	-	ATP6V0E2-AS1
chr3	113465865	+	ATP6V1A
chr2	71162997	+	ATP6V1B1
chr2	71175741	-	ATP6V1B1-AS1
chr8	20054703	+	ATP6V1B2
chr8	104033247	+	ATP6V1C1
chr2	10861774	+	ATP6V1C2
chr14	67826720	-	ATP6V1D
chr22	18111588	-	ATP6V1E1
chr2	46747096	-	ATP6V1E2
chr7	128502856	+	ATP6V1F
chr9	117349993	+	ATP6V1G1
chr6	31514625	-	ATP6V1G2
chr6	31514625	-	ATP6V1G2-DDX39B
chr1	198510075	-	ATP6V1G3
chr8	54755871	-	ATP6V1H
chrX	77166152	+	ATP7A
chr13	52585630	-	ATP7B
chr4	42659122	-	ATP8A1
chr13	25946208	+	ATP8A2
chr18	55470327	-	ATP8B1
chr1	154298035	+	ATP8B2
chr19	1812275	-	ATP8B3
chr15	50411419	-	ATP8B4
chr9	35406751	+	ATP8B5P
chr20	50384908	-	ATP9A
chr18	76829396	+	ATP9B
chr1	47134099	-	ATPAF1
chr17	17942480	-	ATPAF2
chr1	28562601	+	ATPIF1
chr3	142297668	-	ATR
chr2	27434898	+	ATRAID
chr3	48488113	+	ATRIP
chr20	3451664	+	ATRN
chr10	116853123	+	ATRNL1
chrX	77041755	-	ATRX
chr6	16761721	-	ATXN1
chr22	46067677	+	ATXN10
chr16	71879893	+	ATXN1L
chr12	112037480	-	ATXN2
chr16	28834368	+	ATXN2L
chr14	92572965	-	ATXN3
chrX	13338518	-	ATXN3L
chr3	63850232	+	ATXN7
chr7	105517031	-	ATXN7L1
chr1	110026560	+	ATXN7L2
chr17	42275529	-	ATXN7L3
chr12	74931550	+	ATXN7L3B
chr13	70681344	+	ATXN8OS
chr9	94124206	-	AUH
chr1	26185949	-	AUNIP
chr2	74756974	-	AUP1
chr20	54967351	-	AURKA
chr1	1310818	-	AURKAIP1
chr1	220441057	-	AURKAPS1
chr17	8113944	-	AURKB
chr19	57742376	+	AURKC
chr7	69063904	+	AUTS2
chr15	34331303	-	AVEN
chr12	58209852	-	AVIL
chr7	32535175	+	AVL9
chr20	3065370	-	AVP
chr10	99447015	-	AVPI1
chr12	63546590	-	AVPR1A
chr1	206224282	+	AVPR1B
chrX	153167984	+	AVPR2
chrX	69454504	+	AWAT1
chrX	69269788	-	AWAT2
chr1	179334854	+	AXDND1
chr16	402676	-	AXIN1
chr17	63557740	-	AXIN2
chr19	41725103	+	AXL
chr7	99573735	-	AZGP1
chr7	99578384	+	AZGP1P1
chr3	28390618	-	AZI2
chr8	103876428	-	AZIN1
chr1	33546713	+	AZIN2
chr19	827830	+	AZU1
chr15	45003684	+	B2M
chr3	160823160	-	B3GALNT1
chr1	235667781	-	B3GALNT2
chr2	168675181	+	B3GALT1
chr1	193155743	-	B3GALT2
chr6	33244916	+	B3GALT4
chr21	40984866	+	B3GALT5
chr21	40984749	-	B3GALT5-AS1
chr1	1167628	+	B3GALT6
chr13	31774111	+	B3GALTL
chr11	134281812	-	B3GAT1
chr6	71666788	-	B3GAT2
chr11	62389647	-	B3GAT3
chr11	66115161	-	B3GNT1
chr2	62423261	+	B3GNT2
chr19	17905918	+	B3GNT3
chr12	122688227	+	B3GNT4
chr3	182971031	+	B3GNT5
chr11	76745384	+	B3GNT6
chr2	232260334	+	B3GNT7
chr19	41934635	-	B3GNT8
chr16	67184902	-	B3GNT9
chr17	81009686	-	B3GNTL1
chr12	58027022	-	B4GALNT1
chr17	47209821	+	B4GALNT2
chr12	569542	+	B4GALNT3
chr11	369794	+	B4GALNT4
chr9	33167356	-	B4GALT1
chr9	33166945	+	B4GALT1-AS1
chr1	44444873	+	B4GALT2
chr1	161147758	-	B4GALT3
chr3	118959752	-	B4GALT4
chr3	118945332	+	B4GALT4-AS1
chr20	48330421	-	B4GALT5
chr18	29264686	-	B4GALT6
chr5	177027118	+	B4GALT7
chr17	19281495	-	B9D1
chr19	41870078	-	B9D2
chr8	104152920	+	BAALC
chr8	104184368	-	BAALC-AS1
chr8	104153570	-	BAALC-AS2
chr9	104147287	-	BAAT
chr19	17378184	+	BABAM1
chr11	117186972	-	BACE1
chr11	117162061	+	BACE1-AS
chr21	42539727	+	BACE2
chr21	30671219	+	BACH1
chr21	30744820	+	BACH1-IT2
chr6	91006627	-	BACH2
chr11	64052176	-	BAD
chr9	33264759	-	BAG1
chr6	57037103	+	BAG2
chr10	121410881	+	BAG3
chr8	38034105	+	BAG4
chr14	104029151	-	BAG5
chr6	31620477	-	BAG6
chr21	11098937	-	BAGE
chr21	11098925	-	BAGE2
chr21	11098925	-	BAGE3
chr21	11098925	-	BAGE4
chr21	11098925	-	BAGE5
chr17	79373520	+	BAHCC1
chr15	40731919	+	BAHD1
chr8	143545376	+	BAI1
chr1	32229664	-	BAI2
chr6	69345631	+	BAI3
chr17	79008946	+	BAIAP2
chr17	79008519	-	BAIAP2-AS1
chr7	98030427	-	BAIAP2L1
chr22	38506676	-	BAIAP2L2
chr16	1383605	+	BAIAP3
chr6	33548070	-	BAK1
chr10	28966423	+	BAMBI
chr9	71921972	-	BANCR
chr11	65769549	+	BANF1
chr20	17674319	+	BANF2
chr4	102711763	+	BANK1
chr16	87985037	+	BANP
chr3	52444121	-	BAP1
chr2	215674435	-	BARD1
chr9	135457992	+	BARHL1
chr1	91182794	-	BARHL2
chr9	96717608	-	BARX1
chr11	129245880	+	BARX2
chr5	17216931	+	BASP1
chr13	23472320	-	BASP1P1
chr14	75988783	+	BATF
chr11	64764517	-	BATF2
chr1	212873327	-	BATF3
chr19	49458116	+	BAX
chr14	35344853	-	BAZ1A
chr7	72936615	-	BAZ1B
chr12	57030163	-	BAZ2A
chr2	160568946	-	BAZ2B
chr19	47736023	-	BBC3
chr10	112679124	-	BBIP1
chr11	27062508	+	BBOX1
chr11	27241660	-	BBOX1-AS1
chr11	66278118	+	BBS1
chr12	76742222	-	BBS10
chr4	123653856	+	BBS12
chr16	56554008	-	BBS2
chr15	72978519	+	BBS4
chr2	170336005	+	BBS5
chr4	122791652	-	BBS7
chr7	33169151	+	BBS9
chr3	107241782	+	BBX
chr19	45312315	+	BCAM
chr1	156611739	+	BCAN
chr7	107220421	+	BCAP29
chrX	152990201	-	BCAP31
chr16	75301951	-	BCAR1
chr1	94312706	-	BCAR3
chr16	11922689	-	BCAR4
chr20	52687304	-	BCAS1
chr1	115124265	-	BCAS2
chr17	58755171	+	BCAS3
chr20	49411430	+	BCAS4
chr12	25102393	-	BCAT1
chr19	49314320	-	BCAT2
chr10	127512103	+	BCCIP
chr12	50236912	-	BCDIN3D
chr12	50222325	+	BCDIN3D-AS1
chr3	165555253	-	BCHE
chr19	41903693	+	BCKDHA
chr6	80816343	+	BCKDHB
chr16	31119614	+	BCKDK
chr1	85742587	-	BCL10
chr2	60780633	-	BCL11A
chr14	99738050	-	BCL11B
chr18	60986613	-	BCL2
chr15	80263643	-	BCL2A1
chr20	30310656	-	BCL2L1
chr15	52404972	-	BCL2L10
chr2	111878490	+	BCL2L11
chr19	50168398	+	BCL2L12
chr22	18121349	+	BCL2L13
chr12	12223877	+	BCL2L14
chr1	114430169	-	BCL2L15
chr14	23775970	+	BCL2L2
chr14	23775970	+	BCL2L2-PABPN1
chr19	45251977	+	BCL3
chr3	187463513	-	BCL6
chr17	6926368	+	BCL6B
chr12	122459860	+	BCL7A
chr7	72972065	-	BCL7B
chr16	30905623	-	BCL7C
chr1	147013270	+	BCL9
chr11	118781613	-	BCL9L
chr6	136610989	-	BCLAF1
chr16	81272295	+	BCO1
chr11	112046207	+	BCO2
chrX	40036582	-	BCOR
chrX	129139163	+	BCORL1
chrY	21665039	-	BCORP1
chr22	23522551	+	BCR
chr22	21457304	+	BCRP2
chr22	25028881	+	BCRP3
chr2	219524378	+	BCS1L
chrX	70948962	-	BCYRN1
chr3	197300194	-	BDH1
chr4	104021024	-	BDH2
chr14	96722546	+	BDKRB1
chr14	96671134	+	BDKRB2
chr11	27743605	-	BDNF
chr11	27528398	+	BDNF-AS
chr5	70751441	+	BDP1
chr16	66461199	+	BEAN1
chr16	66510305	-	BEAN1-AS1
chr17	40976310	-	BECN1
chr1	242121068	+	BECN1P1
chr14	101036131	-	BEGAIN
chrX	18239024	-	BEND2
chr6	107435636	-	BEND3
chr10	81442730	+	BEND3P3
chr4	42154895	-	BEND4
chr1	49242641	-	BEND5
chr6	56819772	+	BEND6
chr10	13544976	-	BEND7
chr11	61717355	+	BEST1
chr19	12863406	+	BEST2
chr12	70093196	-	BEST3
chr1	45253426	-	BEST4
chr7	93633690	-	BET1
chr11	207422	-	BET1L
chrX	102319168	-	BEX1
chrX	102565974	-	BEX2
chrX	102470019	+	BEX4
chrX	101410986	-	BEX5
chr16	14726667	+	BFAR
chr20	17549865	-	BFSP1
chr3	133118838	+	BFSP2
chr1	156211950	+	BGLAP
chr11	5266776	-	BGLT3
chrX	152760346	+	BGN
chr7	97841565	+	BHLHA15
chr17	1173857	+	BHLHA9
chrX	101975641	+	BHLHB9
chr8	65492794	+	BHLHE22
chr20	61638387	-	BHLHE23
chr3	5021096	+	BHLHE40
chr3	5021646	-	BHLHE40-AS1
chr12	26278003	-	BHLHE41
chr19	46242887	+	BHMG1
chr5	78407603	+	BHMT
chr5	78365546	+	BHMT2
chr10	60272903	+	BICC1
chr12	32260184	+	BICD1
chr9	95527083	-	BICD2
chr22	18257431	-	BID
chr22	43506753	+	BIK
chr2	127864903	-	BIN1
chr12	51718464	-	BIN2
chr8	22526661	-	BIN3
chr8	22499722	-	BIN3-IT1
chr11	102217912	+	BIRC2
chr11	102188180	+	BIRC3
chr17	76210276	+	BIRC5
chr2	32582095	+	BIRC6
chr2	32799885	-	BIRC6-AS2
chr20	61867234	+	BIRC7
chr19	53794875	-	BIRC8
chr13	103451398	+	BIVM
chr13	103459495	+	BIVM-ERCC5
chr1	205425214	-	BLACAT1
chr7	155160628	-	BLACE
chr20	36156333	-	BLCAP
chr11	121986923	-	BLID
chr8	11351520	+	BLK
chr15	91260557	+	BLM
chr17	28619184	-	BLMH
